id,model,code,name,user_type_id,user_type_id_exid,reconcile,chart_template_id
yto_chart1404_002_001,account.account.template,1404.002.001,持有至到期投资_一年后到期的持有至到期投资_成本,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1404_002_002,account.account.template,1404.002.002,持有至到期投资_一年后到期的持有至到期投资_利息调整,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1404_002_003,account.account.template,1404.002.003,持有至到期投资_一年后到期的持有至到期投资_应计利息,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1405,account.account.template,1405,持有至到期投资减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1405_001,account.account.template,1405.001,持有至到期投资减值准备_一年内到期的持有至到期投资减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1405_002,account.account.template,1405.002,持有至到期投资减值准备_一年后到期的持有至到期投资减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406,account.account.template,1406,可供出售金融资产,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406_001,account.account.template,1406.001,可供出售金融资产_成本,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406_002,account.account.template,1406.002,可供出售金融资产_利息调整,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406_003,account.account.template,1406.003,可供出售金融资产_应计利息,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406_004,account.account.template,1406.004,可供出售金融资产_公允价值变动,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1406_005,account.account.template,1406.005,可供出售金融资产_其他股权投资（长期股权投资转入）,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1407,account.account.template,1407,可供出售金融资产减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1431,account.account.template,1431,委托贷款,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1431_001,account.account.template,1431.001,委托贷款_本金,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1431_002,account.account.template,1431.002,委托贷款_利息,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1431_003,account.account.template,1431.003,委托贷款_减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1501,account.account.template,1501,固定资产,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1502,account.account.template,1502,累计折旧,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1505,account.account.template,1505,固定资产减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1521,account.account.template,1521,投资性房地产,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1522,account.account.template,1522,投资性房地产累计折旧（摊销）,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1523,account.account.template,1523,投资性房地产减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1531,account.account.template,1531,长期应收款,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1532,account.account.template,1532,长期应收款减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1601,account.account.template,1601,工程物资,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1602,account.account.template,1602,工程物资减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603,account.account.template,1603,在建工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_001,account.account.template,1603.001,在建工程_一期在建工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_002,account.account.template,1603.002,在建工程_二期在建工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_003,account.account.template,1603.003,在建工程_安装工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_003_001,account.account.template,1603.003.001,在建工程_安装工程_一期,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_003_002,account.account.template,1603.003.002,在建工程_安装工程_二期,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_004,account.account.template,1603.004,在建工程_设备投资,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_004_001,account.account.template,1603.004.001,在建工程_设备投资_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_004_002,account.account.template,1603.004.002,在建工程_设备投资_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_005,account.account.template,1603.005,在建工程_固定资产改良支出,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_005_001,account.account.template,1603.005.001,在建工程_固定资产改良支出_基建工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_005_002,account.account.template,1603.005.002,在建工程_固定资产改良支出_安装工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_005_003,account.account.template,1603.005.003,在建工程_固定资产改良支出_设备投资,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_005_099,account.account.template,1603.005.099,在建工程_固定资产改良支出_其他,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006,account.account.template,1603.006,在建工程_待摊支出,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_001,account.account.template,1603.006.001,在建工程_待摊支出_利息支出,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_001_001,account.account.template,1603.006.001.001,在建工程_待摊支出_利息支出_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_001_002,account.account.template,1603.006.001.002,在建工程_待摊支出_利息支出_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_002,account.account.template,1603.006.002,在建工程_待摊支出_安装费用,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_002_001,account.account.template,1603.006.002.001,在建工程_待摊支出_安装费用_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_002_002,account.account.template,1603.006.002.002,在建工程_待摊支出_安装费用_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_003,account.account.template,1603.006.003,在建工程_待摊支出_监理费用,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_003_001,account.account.template,1603.006.003.001,在建工程_待摊支出_监理费用_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_003_002,account.account.template,1603.006.003.002,在建工程_待摊支出_监理费用_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_004,account.account.template,1603.006.004,在建工程_待摊支出_设计费用,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_004_001,account.account.template,1603.006.004.001,在建工程_待摊支出_设计费用_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_004_002,account.account.template,1603.006.004.002,在建工程_待摊支出_设计费用_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_005,account.account.template,1603.006.005,在建工程_待摊支出_征地费,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_006,account.account.template,1603.006.006,在建工程_待摊支出_相关税费,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_007,account.account.template,1603.006.007,在建工程_待摊支出_职工薪酬,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_099,account.account.template,1603.006.099,在建工程_待摊支出_其他,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_099_001,account.account.template,1603.006.099.001,在建工程_待摊支出_其他_一期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_006_099_002,account.account.template,1603.006.099.002,在建工程_待摊支出_其他_二期工程,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1603_007,account.account.template,1603.007,在建工程_固定资产装修,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1605,account.account.template,1605,在建工程减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1701,account.account.template,1701,固定资产清理,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1711,account.account.template,1711,商誉,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1712,account.account.template,1712,商誉减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1801,account.account.template,1801,无形资产,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1801_001,account.account.template,1801.001,无形资产_原值,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1801_002,account.account.template,1801.002,无形资产_累计摊销,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1805,account.account.template,1805,无形资产减值准备,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1816,account.account.template,1816,未实现融资收益,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1901,account.account.template,1901,长期待摊费用,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1901_001,account.account.template,1901.001,长期待摊费用_一年内到期的长期待摊,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1901_002,account.account.template,1901.002,长期待摊费用_一年后到期的长期待摊,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1911,account.account.template,1911,待处理财产损溢,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1911_001,account.account.template,1911.001,待处理财产损溢_待处理流动资产损溢,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1911_002,account.account.template,1911.002,待处理财产损溢_待处理固定资产损溢,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1951,account.account.template,1951,拨付所属资金,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart1952,account.account.template,1952,递延所得税资产,非流动资产,account.data_account_type_non_current_assets,FALSE,l10n_chart_china_yto
yto_chart2101,account.account.template,2101,短期借款,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_001,account.account.template,2101.001,短期借款_财务公司,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_002,account.account.template,2101.002,短期借款_中国工商银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_003,account.account.template,2101.003,短期借款_中国银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_004,account.account.template,2101.004,短期借款_中国建设银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_005,account.account.template,2101.005,短期借款_交通银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_006,account.account.template,2101.006,短期借款_中国农业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_007,account.account.template,2101.007,短期借款_中国光大银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_008,account.account.template,2101.008,短期借款_上海浦发银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_009,account.account.template,2101.009,短期借款_中信银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_010,account.account.template,2101.01,短期借款_兴业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_011,account.account.template,2101.011,短期借款_招商银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_012,account.account.template,2101.012,短期借款_广东发展银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_013,account.account.template,2101.013,短期借款_洛阳市商业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_014,account.account.template,2101.014,短期借款_信托,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_015,account.account.template,2101.015,短期借款_财政局,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_016,account.account.template,2101.016,短期借款_其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_017,account.account.template,2101.017,短期借款_渤海银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_018,account.account.template,2101.018,短期借款_民生银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_019,account.account.template,2101.019,短期借款_汇丰银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_020,account.account.template,2101.02,短期借款_进出口银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_021,account.account.template,2101.021,短期借款_中国农业发展银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_022,account.account.template,2101.022,短期借款_国机财务公司,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2101_023,account.account.template,2101.023,短期借款_渣打银行郑州分行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2102,account.account.template,2102,交易性金融负债,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2102_001,account.account.template,2102.001,交易性金融负债_成本,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2102_002,account.account.template,2102.002,交易性金融负债_公允价值变动,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111,account.account.template,2111,应付票据,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_001,account.account.template,2111.001,应付票据_财务公司,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_001_001,account.account.template,2111.001.001,应付票据_财务公司_银行承兑汇票,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_001_002,account.account.template,2111.001.002,应付票据_财务公司_商业承兑汇票,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_001_003,account.account.template,2111.001.003,应付票据_财务公司_电子承兑汇票,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_002,account.account.template,2111.002,应付票据_中国工商银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_003,account.account.template,2111.003,应付票据_中国银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_004,account.account.template,2111.004,应付票据_中国建设银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_005,account.account.template,2111.005,应付票据_交通银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_006,account.account.template,2111.006,应付票据_中国农业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_007,account.account.template,2111.007,应付票据_中国光大银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_008,account.account.template,2111.008,应付票据_上海浦发银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_009,account.account.template,2111.009,应付票据_中信银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_010,account.account.template,2111.01,应付票据_兴业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_011,account.account.template,2111.011,应付票据_招商银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_012,account.account.template,2111.012,应付票据_广东发展银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_013,account.account.template,2111.013,应付票据_洛阳市商业银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_014,account.account.template,2111.014,应付票据_信托,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_015,account.account.template,2111.015,应付票据_财政局,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_016,account.account.template,2111.016,应付票据_其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_017,account.account.template,2111.017,应付票据_民生银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_018,account.account.template,2111.018,应付票据_渤海银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2111_019,account.account.template,2111.019,应付票据_渣打银行,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2121,account.account.template,2121,应付账款,应付,account.data_account_type_payable,TRUE,l10n_chart_china_yto
yto_chart2121_001,account.account.template,2121.001,应付账款_正常采购,应付,account.data_account_type_payable,TRUE,l10n_chart_china_yto
yto_chart2121_002,account.account.template,2121.002,应付账款_暂估,应付,account.data_account_type_payable,TRUE,l10n_chart_china_yto
yto_chart2121_003,account.account.template,2121.003,应付账款_在建工程转入,应付,account.data_account_type_payable,TRUE,l10n_chart_china_yto
yto_chart2121_004,account.account.template,2121.004,应付账款_工程款项,应付,account.data_account_type_payable,TRUE,l10n_chart_china_yto
yto_chart2131,account.account.template,2131,预收账款,流动负债,account.data_account_type_current_liabilities,TRUE,l10n_chart_china_yto
yto_chart2141,account.account.template,2141,代销商品款,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2151,account.account.template,2151,应付工资-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152,account.account.template,2152,应付职工薪酬.,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001,account.account.template,2152.001,应付职工薪酬._工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001_001,account.account.template,2152.001.001,应付职工薪酬._工资_计提工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001_002,account.account.template,2152.001.002,应付职工薪酬._工资_发放工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001_003,account.account.template,2152.001.003,应付职工薪酬._工资_伙食补助,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001_004,account.account.template,2152.001.004,应付职工薪酬._工资_车补,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_001_005,account.account.template,2152.001.005,应付职工薪酬._工资_通讯补贴,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002,account.account.template,2152.002,应付职工薪酬._职工福利费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_001,account.account.template,2152.002.001,应付职工薪酬._职工福利费_计提福利费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_002,account.account.template,2152.002.002,应付职工薪酬._职工福利费_分厂上缴福利费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003,account.account.template,2152.002.003,应付职工薪酬._职工福利费_其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_001,account.account.template,2152.002.003.001,应付职工薪酬._职工福利费_其他_原其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_002,account.account.template,2152.002.003.002,应付职工薪酬._职工福利费_其他_独生子女费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_003,account.account.template,2152.002.003.003,应付职工薪酬._职工福利费_其他_节假日福利,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_004,account.account.template,2152.002.003.004,应付职工薪酬._职工福利费_其他_取暖降温费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_005,account.account.template,2152.002.003.005,应付职工薪酬._职工福利费_其他_困难救济款,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_006,account.account.template,2152.002.003.006,应付职工薪酬._职工福利费_其他_商业保险费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_007,account.account.template,2152.002.003.007,应付职工薪酬._职工福利费_其他_物业费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_008,account.account.template,2152.002.003.008,应付职工薪酬._职工福利费_其他_职工福利设施,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_008_001,account.account.template,2152.002.003.008.001,应付职工薪酬._职工福利费_其他_职工福利设施_大学生公寓及宿舍,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_008_002,account.account.template,2152.002.003.008.002,应付职工薪酬._职工福利费_其他_职工福利设施_食堂费用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_008_003,account.account.template,2152.002.003.008.003,应付职工薪酬._职工福利费_其他_职工福利设施_暖气改造费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_008_099,account.account.template,2152.002.003.008.099,应付职工薪酬._职工福利费_其他_职工福利设施_其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_002_003_099,account.account.template,2152.002.003.099,应付职工薪酬._职工福利费_其他_其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003,account.account.template,2152.003,应付职工薪酬._社会保险金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_001,account.account.template,2152.003.001,应付职工薪酬._社会保险金_养老保险金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_002,account.account.template,2152.003.002,应付职工薪酬._社会保险金_失业保险金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_003,account.account.template,2152.003.003,应付职工薪酬._社会保险金_工伤保险金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_004,account.account.template,2152.003.004,应付职工薪酬._社会保险金_医疗保险金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_005,account.account.template,2152.003.005,应付职工薪酬._社会保险金_女工生育保险,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_003_006,account.account.template,2152.003.006,应付职工薪酬._社会保险金_企业年金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_004,account.account.template,2152.004,应付职工薪酬._住房公积金,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_005,account.account.template,2152.005,应付职工薪酬._工会经费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_006,account.account.template,2152.006,应付职工薪酬._职工教育经费,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_007,account.account.template,2152.007,应付职工薪酬._非货币性福利,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_008,account.account.template,2152.008,应付职工薪酬._辞退福利,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_009,account.account.template,2152.009,应付职工薪酬._股份支付,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_010,account.account.template,2152.01,应付职工薪酬._离退休人员统筹外费用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2152_099,account.account.template,2152.099,应付职工薪酬._其他,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153,account.account.template,2153,应付福利费-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153_001,account.account.template,2153.001,应付福利费-禁用_计提福利费-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153_002,account.account.template,2153.002,应付福利费-禁用_医疗保险金-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153_003,account.account.template,2153.003,应付福利费-禁用_物业管理费-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153_004,account.account.template,2153.004,应付福利费-禁用_分厂上缴福利费-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2153_005,account.account.template,2153.005,应付福利费-禁用_其他-禁用,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154,account.account.template,2154,应付职工薪酬,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154_001,account.account.template,2154.001,应付职工薪酬_短期薪酬,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154_001_001,account.account.template,2154.001.001,应付职工薪酬_短期薪酬_工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154_001_001_001,account.account.template,2154.001.001.001,应付职工薪酬_短期薪酬_工资_计提工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154_001_001_001_001,account.account.template,2154.001.001.001.001,应付职工薪酬_短期薪酬_工资_计提工资_计提日常工资,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
yto_chart2154_001_001_001_002,account.account.template,2154.001.001.001.002,应付职工薪酬_短期薪酬_工资_计提工资_短期带薪缺勤,流动负债,account.data_account_type_current_liabilities,FALSE,l10n_chart_china_yto
